BlockId,EventSequence,Label,SequenceLength
blk_-6661511228704534939,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-5008584202426937541,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_52770078889658041,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790']",Normal,13
blk_3061937980832296286,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_-4250224019694147022,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38', '32777b38', '32777b38']",Normal,16
blk_-2102235370057985048,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', 'd38aa58d', '46003790', '46003790']",Normal,13
blk_-6689614308409336057,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38']",Anomaly,14
blk_7012225182005154258,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'a333d363', '4dec0816']",Normal,15
blk_6716074174884629598,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_-7633293344802192896,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'a333d363', '4dec0816']",Normal,15
blk_-8984969963546210644,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-2467837783803877777,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c']",Normal,13
blk_5132704447914261629,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_6439650100326091157,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790']",Normal,13
blk_3474170847876533868,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-8221377914730707800,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_8813324454403027080,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Anomaly,13
blk_7665706840085547554,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', 'd38aa58d', '46003790', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_1780382985895334606,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-6710278520007599935,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_-6306131939582452396,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_-9156885882020120324,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38', '32777b38', '32777b38']",Normal,16
blk_8850105819968430651,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '728076ac', '40651754', 'bbb51b95', '5d5de21c', '44614d71', '9c784e29', '5d5de21c', 'dba996ef', '4dec0816']",Anomaly,21
blk_9209337043266813528,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', 'd38aa58d', '46003790', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_4215836631216284202,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d']",Normal,13
blk_-7975016482305320202,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c']",Anomaly,13
blk_-9082684598885968763,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c']",Anomaly,13
blk_-5343858715596304385,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', 'd63ef163', 'd63ef163', 'd63ef163', 'dba996ef', 'dba996ef', 'dba996ef']",Normal,19
blk_7424232033605318376,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_2486178942380652748,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c']",Anomaly,13
blk_-130189323976196117,"['3d91fa85', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'bbb51b95', 'd38aa58d', '46003790', '4dec0816']",Normal,14
blk_-7762039550360402299,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '728076ac', '5d5de21c', '5d5de21c', 'bbb51b95', '40651754', '5d5de21c', '44614d71', '9c784e29', '5d5de21c', 'dba996ef', '4dec0816']",Anomaly,21
blk_5401247865257257178,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_2915634488231201881,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_-1706475075899716889,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790']",Normal,13
blk_8522440494057928612,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', '32777b38']",Anomaly,14
blk_-5993112060514262430,"['3d91fa85', 'bbb51b95']",Anomaly,2
blk_-6024794091149862413,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', '46003790', '46003790', 'd38aa58d', '46003790', 'd38aa58d', 'd38aa58d', '32777b38', '32777b38', 'a333d363', '4dec0816', 'a333d363']",Normal,18
blk_-6105251183035278214,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_271745319033279389,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_1202710035399286300,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bcc910df']",Anomaly,4
blk_-1684438862222855332,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '40651754', '728076ac', 'bbb51b95', '5d5de21c', '44614d71', '9c784e29', '5d5de21c', 'dba996ef', '4dec0816']",Anomaly,21
blk_7505495163819331501,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c']",Anomaly,13
blk_-1780565608686923167,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_7191110655033817211,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_3571881076916459353,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_-2480612019307236259,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_1387162371719476785,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '728076ac', '5d5de21c', '5d5de21c', '5d5de21c', '40651754', 'bbb51b95', '9c784e29', '44614d71', '5d5de21c', 'dba996ef', '4dec0816']",Anomaly,21
blk_8277429727722645510,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '5d5de21c', '32777b38', '32777b38']",Anomaly,15
blk_-30639162771126691,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_-4529940945997482737,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_8955999924171357790,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c']",Anomaly,13
blk_5802078870340405089,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'a333d363', '4dec0816', 'a333d363']",Anomaly,16
blk_3984550982366913425,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_5194926826751146390,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Anomaly,13
blk_-1794546949623629165,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '728076ac', '5d5de21c', '40651754', 'bbb51b95', '44614d71', '9c784e29', '5d5de21c', 'dba996ef', '4dec0816']",Anomaly,21
blk_3095688318654293724,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-2038509417023637524,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_-4545616840149886590,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_2074917921153643480,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '5d5de21c', '5d5de21c']",Normal,13
blk_8948713223716586084,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_5765723471134665907,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c']",Normal,13
blk_-2680639852352110443,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-3899282670580336902,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38', '32777b38']",Normal,15
blk_3503780130493702653,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_-1855524701460842554,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c']",Anomaly,13
blk_-8759022243803215668,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_-5457376922744231676,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_4170237169386628652,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', 'd38aa58d', '46003790', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_-2219986385659007103,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'a333d363', '4dec0816', 'a333d363']",Normal,16
blk_-2309900647143124161,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38', '32777b38', '32777b38']",Normal,16
blk_-5778075979750503079,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '4dec0816']",Normal,14
blk_8442774351562193140,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_8495808766536448733,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_4652230289194282092,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_6856362563352016135,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_8367369631761580197,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'a333d363']",Anomaly,14
blk_983309075304420343,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_3050134249169418639,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '728076ac', '5d5de21c', '40651754', '9c784e29', '44614d71', 'bbb51b95', '5d5de21c', 'dba996ef', '4dec0816']",Anomaly,21
blk_9131322749325367191,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', 'd38aa58d', '46003790', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_8729768707867317330,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Anomaly,13
blk_4788228514760706265,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', '0567184d', 'd38aa58d', '46003790', '0567184d', 'd38aa58d', '46003790', '0567184d', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '4dec0816']",Anomaly,17
blk_3478486975035882142,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790']",Anomaly,13
blk_-4042524783231775851,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bcc910df']",Anomaly,4
blk_-1896392220407698382,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_7231490463136154050,"['3d91fa85', 'bbb51b95']",Anomaly,2
blk_-6912844329441453361,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_-7885578632457030803,"['bbb51b95', 'd38aa58d', '46003790', 'bbb51b95', 'd38aa58d', '46003790', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', '3d91fa85', 'd38aa58d', '46003790', '4dec0816']",Anomaly,14
blk_-8057963870022677890,"['0567184d', 'bbb51b95', 'd38aa58d', '46003790', '0567184d', 'bbb51b95', 'd38aa58d', '46003790', '0567184d', 'bbb51b95', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '3d91fa85', '4dec0816']",Anomaly,17
blk_-6704643650127122064,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c']",Normal,13
blk_3640100967125688321,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38', '32777b38', '32777b38', 'a333d363', 'a333d363', 'a333d363', 'a333d363', 'a333d363', 'a333d363', 'a333d363', 'a333d363', 'a333d363', 'a333d363', 'a333d363', '4dec0816', 'a333d363', 'a333d363', 'a333d363', 'a333d363']",Normal,32
blk_8176923210776035875,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_-205249393689319015,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_8493572623810296338,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_6338689099612909114,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bcc910df']",Anomaly,4
blk_-294900996408581055,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_8154351900434564923,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_8420498381628853726,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-3078548199796505553,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_5972760974375530027,"['3d91fa85', 'bbb51b95']",Anomaly,2
blk_2642213440481441118,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_3276295400403160294,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-3637307580206535675,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_-1521219624605054713,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', 'a333d363']",Normal,14
blk_-1601704801173768057,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '32777b38', '32777b38', 'a333d363', '4dec0816', 'a333d363']",Normal,18
blk_8148697241624229931,"['bbb51b95', 'bbb51b95', 'bbb51b95', '3d91fa85', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c', '4dec0816']",Anomaly,14
blk_3924198601182087096,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
blk_-1431314694912165119,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '4dec0816']",Normal,14
blk_6762670663575127069,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c']",Normal,13
blk_4015955555587899114,"['bbb51b95', '3d91fa85']",Anomaly,2
blk_-5710757946562000080,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Normal,13
blk_-7472366063508392591,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '32777b38']",Normal,14
blk_4682079352953027867,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_-5315518810801308894,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'c294d20f', '5d5de21c']",Anomaly,14
blk_3487794640353474247,"['3d91fa85', 'bbb51b95']",Anomaly,2
blk_8574135221556602405,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '32777b38', '32777b38']",Anomaly,15
blk_8261478329362189747,"['bbb51b95', '3d91fa85', 'bbb51b95', 'bbb51b95', 'd38aa58d', '46003790', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', 'c294d20f', '5d5de21c']",Anomaly,14
blk_-9031164655223473108,"['bbb51b95', 'bbb51b95', '3d91fa85', 'bbb51b95', 'd38aa58d', '46003790', 'd38aa58d', '46003790', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', '5d5de21c']",Anomaly,13
blk_404573286791525287,"['3d91fa85', 'bbb51b95', 'bbb51b95', 'bbb51b95', '5d5de21c', 'd38aa58d', '46003790', '5d5de21c', '5d5de21c', 'd38aa58d', '46003790', 'd38aa58d', '46003790']",Normal,13
